KO	11B-T1-3	11B-T1-6	11B-T1-9	8-T1-3	8-T1-6	8-T1-9	Ex45-T1-3	Ex45-T1-6	Ex45-T1-9	HP-T1-3	HP-T1-6	HP-T1-9	RC-T1-3	RC-T1-6	RC-T1-9	RP-T1-3	RP-T1-6	RP-T1-9	SC-T1-3	SC-T1-6	SC-T1-9	UAB-T1-3	UAB-T1-6	UAB-T1-9
K07217	2694	2176	1747	1875	1079	1787	1590	1422	1121	1395	1699	2220	1505	1287	746	7030	6973	4133	2279	1281	1107	1235	4939	2134
K07218	235	77	22	93	9	33	47	45	23	156	127	166	4	3	0	2614	1048	543	41	18	16	33	213	99
K07219	88	86	100	65	64	139	82	91	37	703	81	148	305	173	187	454	60	87	746	74	78	130	275	94
K07220	3370	4049	3043	3286	1818	3879	2569	2977	2202	3655	3357	3696	1514	1535	1554	7733	5439	3876	3794	3456	3580	3037	6895	3851
K07221	461	207	225	135	65	182	287	159	200	827	662	451	559	99	621	3208	1317	564	267	118	84	152	595	197
K07222	1798	1965	993	1440	856	1001	1396	1439	749	3770	2209	3092	875	869	480	8017	5706	3239	2568	1735	1653	1697	4427	2423
K07223	94	190	130	348	190	130	91	73	2	4	26	2	869	704	527	0	3	3	391	41	23	95	387	147
K07224	796	868	475	740	525	747	578	538	156	365	132	229	425	965	360	1261	782	459	1282	267	171	535	2376	1042
K07225	70	8	2	27	1	9	20	7	6	15	26	13	1	2	1	1	4	2	16	4	6	10	45	31
K07226	359	163	122	174	98	156	184	136	99	446	389	459	267	151	187	725	423	248	229	164	180	101	456	216
K07227	19	1	0	1	0	0	0	0	0	1	0	0	0	0	0	10	23	9	0	0	0	1	3	6
K07228	158	120	98	131	75	321	170	221	262	811	1042	1836	79	59	55	1808	1286	684	392	441	483	193	431	181
K07229	194	109	83	133	58	84	213	146	78	134	213	294	59	96	10	991	1439	775	375	74	77	79	677	240
K07230	3	8	20	11	4	5	1	2	0	0	0	0	19	22	5	0	0	0	14	3	0	2	56	7
K07231	133	13	3	30	13	44	27	11	12	55	23	57	0	1	34	81	66	69	14	4	9	10	83	44
K07232	684	230	131	248	60	153	246	168	170	255	448	276	141	120	204	727	665	347	273	152	112	156	694	341
K07233	31	18	50	35	25	46	11	19	12	166	618	322	17	4	1	1044	1030	419	105	67	15	10	41	16
K07234	429	149	70	125	21	77	112	111	48	203	155	312	8	6	3	994	1248	483	234	130	111	57	436	203
K07238	777	744	467	900	317	935	714	627	560	1485	810	1277	277	94	118	6282	2181	1749	681	1075	1339	586	1896	1003
K07239	1	5	11	2	1	7	62	81	4	3	4	2	0	0	0	2	0	3	155	204	147	17	18	6
K07240	3198	3096	1861	3088	809	3081	2751	3038	2075	3875	5201	5657	960	800	1615	14482	8344	5116	3502	3868	3643	2286	7142	3658
K07241	868	1526	1400	1166	838	1066	785	905	169	366	639	882	2027	1519	1334	627	887	496	2402	731	427	961	2950	1467
K07242	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	1	0	1	0	0	0
K07243	1011	2123	1907	1728	1172	1907	1221	1620	943	1279	1430	691	1665	1486	1176	2501	1073	844	3096	1504	1577	1505	3397	1727
K07244	57	138	75	161	31	148	328	414	432	1208	1565	2553	0	3	2	4167	615	744	302	662	1080	327	259	142
K07245	1	33	18	6	0	4	16	24	0	0	1	4	17	7	1	16	26	9	89	64	61	5	4	20
K07246	632	444	337	455	172	427	565	541	608	1444	732	809	250	270	311	4895	1713	1411	1036	738	761	390	1014	439
K07248	323	110	27	172	24	101	302	261	255	368	167	283	0	6	3	1373	672	498	331	426	504	226	362	167
K07250	1010	770	366	601	420	388	651	616	551	1427	1074	882	712	487	231	3685	2291	1558	1082	730	915	670	1702	897
K07251	581	595	245	575	177	390	488	447	328	576	257	255	220	534	116	1645	433	439	477	271	349	532	1412	858
K07253	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
K07254	8	73	127	36	53	89	48	73	189	132	89	19	0	0	0	296	0	68	39	130	201	67	52	29
K07257	22	12	9	13	5	38	5	10	13	201	333	623	17	62	479	272	156	73	103	48	7	21	55	32
K07258	1235	1035	579	1230	492	1004	1371	1527	1002	3016	2272	2726	992	1202	842	9205	3535	2589	2895	2059	2723	1305	2668	1375
K07259	2262	2607	1354	2395	1375	4208	1834	2328	1472	4152	5916	6453	1907	1725	1917	14046	8774	5293	4133	2955	2252	1974	6143	3486
K07260	1376	1722	822	1426	548	1807	1391	1331	913	3714	3699	7097	396	713	403	11434	8436	4695	1724	1528	1457	1244	4769	2312
K07261	434	491	276	275	148	404	294	338	282	441	466	405	176	232	304	1041	534	319	399	429	377	237	761	397
K07262	21	12	4	9	13	13	9	7	13	17	6	8	3	11	27	416	24	37	4	2	4	12	81	47
K07263	4277	4744	2477	6723	2346	8138	3345	4248	2798	11264	11612	8972	3061	1675	3959	42670	14409	9545	6714	6894	4427	3252	8518	4626
K07264	569	349	296	518	337	697	403	326	274	767	1535	254	1384	182	979	1904	536	321	455	813	408	163	867	429
K07265	177	218	136	90	16	53	101	71	14	46	76	261	54	23	25	461	355	171	144	49	21	98	485	136
K07266	89	96	57	57	10	26	47	25	27	43	36	161	16	12	5	498	346	95	64	32	14	52	291	78
K07267	17	137	215	99	27	89	40	54	6	1	2	0	130	115	133	0	2	0	97	54	12	39	280	98
K07270	38	1	24	2	33	99	47	43	19	2	55	138	21	19	79	213	356	92	0	1	3	3	6	2
K07271	100	116	8	88	1	40	87	28	1	18	22	9	0	0	0	36	74	25	2	5	14	54	207	199
K07272	26	6	9	3	0	4	10	6	0	5	9	4	0	0	0	53	29	13	5	5	2	2	24	7
K07273	1129	1250	705	825	452	833	613	556	268	733	795	971	702	436	561	2577	1105	672	1297	625	445	812	1859	1136
K07274	435	219	69	136	28	71	102	73	51	135	211	159	69	26	31	630	705	277	162	66	46	109	577	179
K07275	30	16	17	165	4	31	48	18	1	199	55	35	20	2	8	49	116	34	26	6	0	18	61	70
K07276	465	250	155	182	39	138	154	112	44	195	184	143	51	30	21	474	283	187	255	92	68	152	591	272
K07277	630	797	289	2520	150	1068	677	404	281	2538	1815	890	1148	209	1244	7432	1669	1045	877	1243	415	230	963	457
K07278	313	103	21	114	19	63	206	78	28	122	59	173	332	31	152	1091	492	257	119	12	18	82	619	142
K07280	59	89	36	44	5	15	16	8	1	38	93	80	0	1	30	181	191	56	64	5	3	12	153	58
K07281	0	0	2	0	0	23	0	0	0	0	41	44	0	0	0	2	0	0	2	0	0	1	31	3
K07283	29	9	2	7	4	1	18	21	1	195	36	80	154	13	138	635	101	56	12	25	45	8	168	22
K07284	1265	1570	1035	1832	742	1593	2045	2169	3329	7077	6284	10033	900	607	664	28431	8773	6830	3456	4039	6100	2040	2904	1388
K07285	4	13	3	26	10	18	9	0	11	15	4	0	0	0	0	201	1	32	4	1	1	2	26	23
K07287	10	8	1	8	0	2	4	3	6	6	7	18	3	2	17	44	4	2	5	4	2	1	64	54
K07289	148	87	55	111	9	43	64	72	12	10	0	2	130	55	74	206	4	7	158	138	76	33	165	73
K07290	50	85	211	129	59	126	143	106	14	31	81	60	33	14	9	181	130	48	218	267	131	76	328	171
K07297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
K07300	1719	3499	2570	2740	1620	3148	2180	2844	2016	2277	3369	2293	1031	1228	1130	5677	2009	1624	4254	3472	3735	2965	5259	3147
K07301	804	1164	981	1163	908	1119	1072	1354	1145	1754	2065	1464	537	751	311	9824	3775	2619	2591	1946	2463	1350	2082	1180
K07302	416	379	302	375	200	445	302	357	227	434	299	240	527	417	788	926	483	283	355	407	362	240	699	320
K07303	439	302	117	109	80	263	223	358	110	917	143	172	690	148	744	1829	572	216	558	411	288	120	636	238
K07304	3329	3991	2907	3670	2013	4018	2814	3053	2875	4526	5822	5791	2631	2091	2404	11089	8021	5014	4317	3742	3674	3116	7171	3832
K07305	1956	2285	1502	1842	1011	2018	1415	1418	1318	2529	3206	3647	1279	1081	1339	7059	4721	3141	2334	1869	1821	1482	4017	2115
K07307	26	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07308	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07313	490	728	374	472	214	1042	633	568	428	468	1257	542	90	67	392	2414	1869	1129	1026	954	632	414	1334	579
K07315	16253	19439	9760	21309	6621	14955	17796	16824	12620	23210	29316	47992	13530	9834	8610	76355	65781	41606	26606	16633	16679	16998	50385	26007
K07316	30	118	397	165	141	558	134	197	286	284	603	1341	37	412	406	2393	478	520	216	280	307	119	90	61
K07317	13	474	36	671	26	661	38	238	47	1302	3026	2117	632	709	102	5968	973	522	629	297	250	38	113	52
K07318	504	137	98	88	103	97	66	47	31	135	365	692	334	529	120	697	1702	871	285	91	31	86	287	142
K07319	13	48	4	6	3	8	8	1	5	13	103	5	6	7	12	82	3	15	3	19	47	3	4	5
K07320	26	19	9	6	25	13	8	2	5	6	6	21	75	64	129	4	31	5	6	0	4	10	101	39
K07321	20	29	25	47	180	73	37	64	70	807	1770	3106	85	45	50	823	115	136	177	128	277	143	123	55
K07322	64	24	41	31	20	107	14	46	35	70	123	131	0	0	1	1474	591	274	72	61	14	17	58	20
K07323	109	152	159	138	49	131	97	69	35	40	74	107	89	112	51	432	269	130	190	166	53	74	320	159
K07334	44	30	40	62	58	73	51	18	99	208	94	111	76	25	104	857	145	161	41	34	39	15	47	24
K07335	4659	3820	2293	3252	1610	3419	2708	2681	2117	5660	5088	6593	1416	1095	1138	15199	11038	7161	4077	3380	3257	2974	8298	4387
K07336	249	157	103	115	71	128	148	113	178	201	397	131	155	73	141	537	214	146	193	125	87	108	425	176
K07337	21	48	51	180	20	23	65	14	29	56	125	142	136	11	73	274	34	26	14	21	2	28	49	41
K07338	60	7	0	25	1	5	28	17	8	0	0	2	0	0	0	8	50	3	11	4	4	19	56	26
K07339	10	60	55	14	40	118	36	32	49	101	125	78	113	15	150	676	153	99	78	175	71	14	30	31
K07340	632	562	231	501	202	439	382	366	357	622	1116	1360	328	222	357	2230	1519	895	639	432	390	365	1240	589
K07341	80	128	83	305	58	218	177	173	80	637	539	573	102	80	208	1999	1114	752	310	251	299	114	542	278
K07342	2	0	0	0	2	3	1	3	16	3	14	1	0	0	0	10	0	0	0	5	11	1	1	1
K07343	279	111	42	130	34	76	90	59	48	273	323	356	42	22	53	755	407	259	79	102	82	74	395	157
K07344	35	34	58	28	12	40	76	40	8	193	407	610	164	104	261	441	581	347	127	2	6	30	83	48
K07346	0	5	12	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	1
K07358	0	0	0	0	0	0	0	0	0	0	1020	4	0	0	0	0	0	0	60	9	30	0	82	0
K07386	1766	1476	570	2691	679	1215	754	613	114	2599	1620	1470	1369	444	934	3454	4175	3138	2255	926	371	785	2748	1475
K07387	0	1	0	1	1	0	0	0	0	15	21	27	0	0	0	43	82	29	8	0	0	0	12	9
K07389	0	4	1	0	0	2	16	10	13	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
K07390	668	845	676	667	516	821	462	583	445	618	944	689	509	556	540	1347	749	493	858	616	549	619	1213	691
K07391	3948	3485	1852	2961	1575	3225	2199	2465	1932	6029	7057	8620	2533	2184	2583	18938	12484	7649	4354	3174	3038	2559	7971	4159
K07393	3409	2687	1319	2183	813	1597	1705	1517	935	3212	4260	6238	1240	1064	888	7756	8694	5025	3159	1343	1238	1744	6032	3016
K07394	14	0	0	0	0	0	48	8	0	2	1	5	0	0	0	7	40	1	0	0	0	0	14	0
K07395	223	113	65	131	112	138	173	152	95	176	473	209	184	157	301	263	333	147	198	105	128	82	549	267
K07396	415	580	325	287	354	407	325	367	96	536	739	811	529	557	263	2050	978	500	672	316	309	348	906	521
K07397	1001	1101	807	1096	602	1480	1121	1186	1175	2332	1898	2000	699	703	795	6250	2168	1898	1465	1468	1652	1103	1856	997
K07398	4	39	114	7	32	54	32	52	60	74	41	13	0	0	0	241	2	47	46	31	62	36	25	20
K07399	3094	2486	1257	2189	1027	2225	1750	1429	830	3680	3735	5846	1506	1039	748	9848	13425	7394	3133	1740	1146	1743	6768	3548
K07400	71	82	121	96	52	124	43	43	53	595	467	347	6	21	11	1679	341	314	127	89	72	38	84	63
K07401	31	58	54	40	10	36	36	60	13	80	39	36	36	10	4	141	95	35	55	33	47	53	217	87
K07402	4513	4191	2715	3872	2254	4118	3255	3353	2572	7057	5390	6908	3035	2270	2432	15958	11148	6969	6077	4039	3822	3398	8886	4642
K07403	259	237	270	452	201	399	342	520	262	3417	3310	5137	324	68	220	10802	2049	1663	457	1248	1465	347	303	218
K07404	484	389	228	299	96	407	309	327	197	382	352	445	259	188	310	2567	1312	758	872	379	285	274	1066	561
K07405	72	46	20	26	28	39	27	23	34	30	42	14	29	11	13	38	12	31	30	13	14	11	45	28
K07406	368	680	264	462	175	365	346	261	283	557	473	645	434	424	233	5060	1621	857	1122	455	614	379	1199	663
K07407	2100	2639	1161	1692	705	1632	1372	1544	588	1713	1740	2469	1203	1094	1418	7217	5212	2433	4559	1158	911	1720	5440	2959
K07441	76	115	72	57	21	43	76	96	36	134	83	47	15	9	27	256	84	103	186	127	71	107	211	116
K07442	2097	1723	1084	1395	756	1173	1214	1035	848	2306	2656	4325	932	737	479	4642	6433	3897	1795	1008	984	1178	4290	2197
K07443	237	313	172	290	198	557	289	276	241	501	388	648	315	107	248	1812	1197	665	399	342	325	237	641	418
K07444	0	0	0	0	0	0	0	0	0	8	300	0	0	0	0	48	0	6	0	0	0	0	0	1
K07445	17	17	12	15	20	202	19	27	19	171	298	395	7	4	22	1114	315	249	270	438	132	12	21	27
K07446	0	2	41	4	56	60	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
K07447	1411	1196	620	997	560	1043	781	818	617	1780	2058	2500	818	605	616	5627	3987	2383	1508	899	897	802	2865	1363
K07448	170	230	117	412	174	852	102	140	281	335	857	438	730	353	330	4048	1316	867	308	504	324	199	333	184
K07450	11	10	0	25	0	3	14	4	4	5	26	5	79	22	5	3	15	4	25	2	1	30	70	28
K07451	1004	1717	1435	1750	1184	2606	1285	1800	1656	3641	6203	8661	1594	1149	1242	11599	4581	3029	2955	2237	2275	1641	3045	1761
K07452	155	83	40	140	57	515	206	82	64	364	1326	742	417	19	470	3405	1709	872	269	484	51	58	315	127
K07454	130	260	170	181	40	291	139	130	125	711	1027	1473	83	33	116	4231	1912	1218	316	296	207	111	550	314
K07455	8	15	47	5	2	7	4	3	3	3	44	84	229	20	2	99	24	29	23	15	3	4	32	7
K07456	143	261	191	644	169	745	201	295	295	1691	1672	975	430	50	693	9109	1718	1324	717	716	369	125	211	185
K07457	3	3	1	4	0	0	0	2	0	2	0	14	7	5	21	177	146	66	25	10	19	0	3	0
K07458	169	142	154	126	139	294	112	111	64	110	167	354	319	557	125	687	1002	463	440	74	52	94	365	188
K07459	5	16	4	351	1	4	1	2	5	706	78	26	18	2	1	505	175	106	61	16	41	3	2	2
K07460	1001	883	533	877	408	829	574	649	362	1505	1875	2187	736	581	586	4622	3269	2049	1260	720	734	631	2168	1160
K07461	386	182	109	315	149	136	92	113	63	138	480	401	170	78	243	1039	891	340	132	87	89	135	401	166
K07462	1987	2330	1875	2139	1214	3138	1825	2125	2151	4919	5694	3897	1728	1638	1926	17862	5330	3667	3289	3323	3823	2092	3993	1940
K07464	4	54	40	30	18	165	28	78	29	17	85	15	4	6	72	682	117	120	100	227	144	18	48	30
K07465	2190	1747	1139	1687	887	1571	1444	1191	626	2760	3442	5741	1692	1105	1047	5758	7270	4214	2927	1098	922	1400	4727	2254
K07466	0	2	0	3	0	6	12	19	11	2	3	4	0	0	0	2	0	2	1	135	228	15	14	0
K07467	0	0	0	0	0	0	0	0	0	0	164	36	0	0	0	43	0	0	0	0	0	0	79	0
K07473	1	1	9	1	2	5	1	1	1	2	15	0	0	0	8	87	2	5	13	15	4	3	2	2
K07474	0	36	0	0	0	45	0	0	2	7	86	121	0	1	0	171	98	11	19	0	0	0	4	1
K07477	59	130	182	71	44	129	100	189	242	563	869	1294	3	1	4	1838	493	368	280	396	453	155	111	82
K07478	5116	5165	3252	4332	2536	4972	3567	3527	3122	7286	8806	9488	3281	2654	2749	19452	13403	8377	6202	4621	4374	3826	9698	5187
K07480	262	1245	2130	817	279	1295	1322	2176	950	385	1845	667	546	584	595	2350	509	696	1767	3253	1621	623	1430	776
K07481	4547	7247	9780	5609	3055	7120	6440	8865	3813	2867	3983	3743	4985	3891	4186	8846	5185	3302	8516	11349	7143	4374	11563	6891
K07482	4968	8345	11036	5879	2571	6438	6492	10526	4107	4339	4196	6601	3169	2719	3461	8815	9565	6168	9923	11446	6887	4976	13849	8140
K07483	5151	7397	8712	5911	2896	7364	6985	8914	3976	4248	4372	6104	3787	2643	2423	10586	9293	6009	9601	11045	7530	4659	14607	8666
K07484	9232	14800	20626	10207	4718	14442	12685	16350	6283	4050	6575	11878	9934	7411	6335	13256	8865	6091	16648	20496	10806	8063	23073	14169
K07485	2571	6393	9303	4335	2707	5023	5033	7187	2009	3625	5540	8139	3495	2094	2479	11550	8798	5931	8075	9078	6789	3840	14076	9775
K07486	28067	47539	67759	36224	20272	48093	50101	66493	28860	22874	28973	49541	20543	15082	19673	66884	43502	30505	75156	85070	61729	33988	80140	49282
K07487	6415	10212	14829	7434	2883	9434	9888	13030	5218	2506	7004	11667	5434	3293	3057	13688	7653	5226	13220	16450	10046	5835	16422	10187
K07488	1323	6247	12634	4657	2245	6598	5229	9632	2919	909	1038	783	2528	1573	1100	3606	775	1152	7829	12719	4959	3583	6933	4707
K07491	299	639	1130	1063	512	1220	520	738	655	688	2086	547	2373	397	2201	4844	1189	765	1110	1780	1122	334	667	393
K07492	16499	28643	38753	22878	8763	28832	31815	40862	19464	14346	17643	16409	11034	6024	4740	54425	21978	17984	43712	58535	44784	19737	47364	27147
K07493	15667	24748	30037	19031	9929	21964	22965	30512	12318	13789	15021	22018	11705	8512	7158	38605	32485	23428	38927	39639	26657	16635	47863	29133
K07494	18921	34223	52920	27171	10284	35238	35676	47518	20082	12281	21852	18627	14474	9169	7967	48753	19268	15442	51500	68494	48525	21649	51028	32071
K07495	2032	4325	7625	3205	1562	4803	4433	6108	2693	2412	7208	1975	3008	2508	2487	9844	1943	3214	10580	11714	7179	2761	6547	4490
K07496	549	337	276	323	187	430	610	967	639	446	8708	377	693	774	721	1675	1235	608	3349	1974	1925	612	2380	545
K07497	31131	43436	53558	35970	18804	43296	41647	50985	23833	26820	31415	39513	22951	16397	17981	71437	57591	35676	61937	68655	47130	28503	85539	49489
K07498	3619	5084	9320	4730	1900	5891	5406	7606	2097	1171	1063	904	1538	1073	625	4641	2254	1953	8466	11185	5705	3386	8225	5247
K07499	3730	6483	10916	5568	1852	6697	7316	9902	3830	2681	4063	3502	2864	1473	1525	13130	4236	3788	10514	14706	10772	4391	10109	6423
K07501	57	70	13	243	20	107	18	28	42	294	138	104	31	49	145	305	200	93	20	192	45	20	84	56
K07502	12	13	10	10	59	34	24	18	59	621	361	193	1	7	28	2665	299	350	222	127	126	17	58	20
K07503	2700	2600	1606	2159	1290	1914	1545	1479	973	2368	2534	3583	1716	1293	1125	3985	6469	3816	2830	1363	1222	1771	5255	2829
K07504	21	4	5	19	4	10	6	8	25	48	103	126	1	24	1	777	215	71	54	32	26	6	20	10
K07505	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	66	40	0	0	0	0	0	0
K07506	529	722	419	694	360	1145	905	996	609	720	1432	718	531	443	1264	2617	1125	929	1340	1346	1195	691	1370	578
K07507	708	671	725	664	402	759	645	770	781	1664	1636	1320	582	329	396	7320	2104	1709	1115	984	1059	668	1280	693
K07508	28	153	33	50	82	247	73	124	70	40	113	97	4	15	153	1081	142	98	328	275	89	67	98	83
K07509	8	1	0	0	2	1	0	0	2	12	5	3	0	2	0	89	44	0	1	0	0	0	0	3
K07511	9	5	3	2	1	12	4	2	5	18	11	26	4	3	6	158	56	37	9	5	8	6	13	4
K07512	6	88	0	5	12	38	4	11	7	7	32	98	0	0	26	239	4	48	25	106	2	7	18	17
K07516	144	123	43	83	23	47	103	189	24	122	160	70	16	19	26	687	204	158	352	280	289	71	555	108
K07517	95	39	16	39	27	30	22	18	27	37	48	196	65	60	70	222	937	569	235	9	15	26	127	29
K07518	0	1	0	1	0	0	0	0	1	2	0	0	1	1	1	98	0	12	0	0	0	1	0	1
K07533	24	103	90	136	53	167	272	336	394	586	475	559	191	8	97	2674	362	555	312	549	867	403	203	118
K07535	23	49	22	56	17	28	35	76	46	211	151	131	309	226	265	617	224	289	391	97	98	25	60	19
K07536	77	13	40	17	11	16	13	8	21	17	20	10	147	100	64	253	139	181	7	17	15	7	10	8
K07537	6	52	37	140	18	88	17	91	48	157	72	7	0	0	93	134	0	18	57	201	56	38	75	34
K07542	20	36	2	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33	24
K07543	0	0	0	0	0	0	0	0	0	5	14	28	0	0	0	5	0	0	0	0	0	0	0	0
K07544	15	9	2	5	3	12	4	9	6	53	46	268	117	51	15	700	100	94	14	9	10	6	70	14
K07546	3	6	4	2	3	13	15	12	4	19	18	44	62	48	36	184	159	86	52	2	52	9	32	26
K07552	2710	1960	757	1425	293	837	1267	1098	299	1895	1367	2491	305	209	218	3371	6020	2973	1362	744	390	1299	5706	2857
K07556	306	236	152	141	39	114	137	121	71	160	369	311	127	70	133	611	633	308	179	170	106	80	481	159
K07558	22	83	283	63	105	167	139	123	270	195	175	26	0	0	0	793	3	133	95	208	299	89	70	53
K07559	387	464	283	286	36	203	361	321	154	217	487	722	43	48	8	904	1451	670	404	262	212	375	961	523
K07560	992	952	599	966	571	1007	768	719	688	1805	1919	2323	637	675	533	5293	3136	1893	1358	944	1063	824	2093	1108
K07565	3	28	36	12	9	24	19	46	128	105	71	15	0	0	0	263	0	56	22	59	101	17	12	15
K07566	2438	1807	1165	1446	981	1624	1279	1287	948	3118	3627	4393	1537	1363	1061	9357	7424	4553	2567	1630	1659	1428	4518	2404
K07568	1368	1440	1052	1320	937	1978	1540	1466	1295	3479	3199	3088	1227	578	956	13595	4621	3006	2505	2525	2928	1540	3047	1491
K07569	3	25	56	7	22	39	26	62	51	53	34	2	0	0	0	145	1	35	20	50	86	27	13	17
K07571	4	18	28	18	4	25	39	71	65	29	158	98	0	0	0	40	27	18	16	128	113	68	44	28
K07572	7	76	129	24	57	85	51	69	171	141	107	32	0	0	0	383	2	51	38	120	186	46	51	25
K07573	2	79	156	36	69	114	61	126	184	156	115	40	0	0	0	358	3	86	46	148	164	67	61	29
K07574	27	17	11	78	11	40	30	35	7	111	87	47	73	6	39	418	131	64	23	16	2	17	55	27
K07576	154	111	88	39	32	238	27	93	72	408	485	308	266	14	68	3029	1143	552	191	179	125	31	63	33
K07577	903	695	662	463	358	1264	499	616	754	894	1191	841	485	232	329	3558	1505	868	818	845	801	465	1529	684
K07580	0	0	1	1	2	0	0	2	10	3	3	0	0	0	0	1	0	0	0	0	0	1	0	0
K07581	11	63	122	17	34	83	60	69	107	79	62	16	0	0	0	236	3	43	40	97	151	28	36	21
K07583	4	40	132	11	55	102	39	72	253	169	161	43	0	0	0	539	3	99	15	121	190	42	23	15
K07584	0	0	2	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
K07586	266	199	62	91	53	286	74	98	64	153	109	193	23	52	66	329	213	205	111	146	83	140	223	184
K07588	2827	2816	1997	2718	1486	2772	2305	2266	1821	3727	4060	5869	2039	1598	1845	12160	9144	5996	3869	2441	2253	2327	5770	3024
K07636	944	593	526	1221	217	1211	994	1004	936	3149	2732	2278	887	205	612	14196	4101	2921	1769	1646	2118	993	1414	728
K07637	465	210	88	189	47	169	150	112	84	124	284	225	240	116	102	731	490	181	298	136	113	108	518	189
K07638	485	183	57	192	75	142	218	159	114	184	128	193	79	69	98	468	358	178	313	292	215	138	562	251
K07640	2	99	9	11	13	89	15	81	15	1	6	0	0	0	181	0	0	0	6	88	20	11	43	20
K07641	0	4	5	0	9	1	2	1	22	0	0	0	255	18	140	0	2	0	0	1	0	1	0	0
K07642	827	481	214	404	49	157	385	388	238	1011	2137	2381	117	189	55	5196	5996	3752	831	444	412	502	1424	917
K07644	0	0	0	0	0	0	0	0	1	73	7	0	0	0	115	63	0	5	1	0	0	0	0	0
K07645	6	22	0	4	1	0	6	10	0	17	29	155	27	14	2	118	372	112	0	6	0	0	115	17
K07646	432	487	552	1095	743	933	552	533	250	2809	1936	2192	3179	2374	2876	4693	1053	1246	1411	735	601	439	1698	438
K07649	124	8	3	32	12	27	41	33	31	13	6	2	0	0	0	94	43	47	81	110	71	29	104	49
K07653	883	748	338	512	371	473	395	324	84	1184	759	1318	699	544	467	1002	1987	1151	1711	306	426	594	2322	1378
K07654	2375	2062	991	1524	751	1208	1541	1224	610	2654	3068	5753	1238	929	522	5365	8835	5448	2742	1120	909	1421	5299	2728
K07655	8	4	3	1	2	2	0	2	2	2	24	95	241	145	218	6	0	1	40	2	3	4	8	1
K07656	0	0	0	0	0	0	0	0	0	0	0	0	279	130	75	0	0	0	0	0	0	0	0	0
K07657	368	257	125	151	80	173	168	80	199	293	661	332	231	156	302	967	586	362	190	110	91	102	555	211
K07659	55	45	34	26	15	22	49	41	9	9	7	14	5	18	8	43	16	24	40	81	31	15	58	56
K07660	2	1	0	1	0	2	0	0	3	9	9	0	0	1	0	29	0	0	0	0	0	0	20	20
K07662	10	52	22	16	74	346	40	121	61	3	8	1	1	1	87	2	1	0	12	26	30	25	57	23
K07663	0	6	33	0	9	4	3	2	2	0	0	1	151	9	91	0	0	0	0	1	0	1	1	4
K07665	10	63	20	16	16	132	27	106	7	35	15	74	41	22	55	392	10	67	221	63	35	22	32	28
K07666	4	1	0	1	0	0	0	2	1	13	17	33	0	0	16	50	157	54	0	1	0	1	1	1
K07667	193	264	246	323	282	581	229	289	191	690	691	771	1189	1131	858	1962	752	557	854	396	351	196	540	251
K07669	771	785	558	591	533	625	442	500	276	960	799	1142	760	599	688	1874	1505	1058	1338	669	667	624	1533	917
K07670	1535	1295	691	1099	585	974	850	697	506	1309	1290	2170	794	539	408	2395	4192	2576	1547	713	588	841	3179	1511
K07671	14	1	2	4	7	5	3	4	2	27	31	0	183	91	100	56	2	4	2	1	2	2	4	3
K07672	0	0	1	0	1	0	0	0	0	0	0	0	122	49	11	0	0	0	4	0	0	0	0	0
K07675	185	230	251	171	160	189	250	273	99	1035	578	772	102	116	322	2995	1974	956	708	299	337	167	434	203
K07678	14	7	2	7	12	14	6	5	7	8	5	6	21	10	11	4	3	4	187	10	5	5	11	11
K07679	0	0	0	0	0	0	1	4	3	1	294	64	0	0	1	1	0	1	2	2	3	2	0	1
K07680	0	0	3	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0
K07682	2202	1598	665	1119	382	704	1038	893	338	2287	1793	3406	855	493	604	6422	12185	6398	1572	658	428	1135	5055	2495
K07683	2	24	22	6	7	18	9	115	120	19	17	2	0	1	590	288	6	18	136	45	14	17	17	16
K07684	1170	1287	631	909	240	588	859	886	589	1531	1621	2176	436	330	343	6978	3809	2486	1140	1390	1930	1147	1867	1382
